salary,age,elevel,car,zipcode,credit,brand
129397.08,71,4,3,4,207995.93,1
81969.85,80,3,9,2,289212.25,1
26398.20,56,0,19,0,371826.69,1
119797.91,65,4,13,0,29031.10,1
109973.31,48,1,4,1,363261.19,0
142498.21,61,2,11,8,220360.32,1
92760.61,60,4,10,6,401257.09,1
46011.39,45,0,16,0,169717.05,1
111677.35,56,0,15,7,48953.75,0
78930.09,42,4,20,3,435910.67,1
20000.00,52,0,20,3,201657.42,1
94343.66,77,0,1,5,491466.86,1
42427.25,77,3,6,8,368429.47,0
65149.72,57,4,20,7,186131.41,1
145014.82,20,4,11,2,275721.75,1
104062.54,57,2,2,2,213722.23,0
97914.66,63,2,19,7,417676.99,1
140447.17,69,2,13,8,3621.30,1
130280.36,31,4,10,1,465457.04,1
95873.20,72,1,4,1,428331.55,1
89303.87,51,4,9,2,177009.09,0
55553.40,36,1,11,2,197786.10,0
150000.00,75,0,16,4,224980.69,1
123337.15,44,0,4,0,376481.53,0
144917.47,57,4,4,0,244385.10,1
85138.06,38,1,14,5,328033.83,0
89484.50,22,2,1,8,126594.40,0
98608.79,63,3,6,6,294786.68,1
21249.53,74,1,2,4,26146.23,1
111579.07,76,1,16,7,340351.90,1
145101.48,75,1,19,3,258474.29,1
53457.70,37,2,5,8,108407.33,0
143234.98,26,3,14,5,102984.40,1
29482.08,56,1,10,1,162103.99,1
145473.49,59,2,4,7,29183.16,1
148613.42,58,0,17,0,196339.54,1
64891.08,20,0,14,0,133490.05,0
52233.33,38,4,13,2,244312.01,0
84950.29,54,0,19,0,291894.64,0
107542.58,72,1,10,0,404918.25,1
106770.15,62,4,8,1,217701.33,1
21390.92,47,1,4,8,396770.41,1
144249.18,41,2,20,2,117459.29,1
113964.20,60,3,11,7,195006.11,1
142641.82,34,2,1,5,256987.06,1
71184.71,67,0,8,6,456421.65,0
33357.24,31,2,1,4,361986.55,1
27141.77,52,2,3,3,500000.00,1
118048.83,55,2,9,6,166633.90,0
50463.98,51,0,6,0,260186.08,1
24812.45,78,1,5,5,406998.81,1
139421.72,24,1,8,0,349992.10,1
118969.24,59,4,6,6,423602.69,1
99990.28,68,0,9,3,75936.13,1
86673.29,49,0,12,2,287177.79,0
43305.87,47,4,3,5,36107.23,1
120834.95,68,4,8,0,21394.13,1
56470.90,67,0,7,8,136053.09,0
95064.22,73,1,15,5,23349.76,1
96993.03,46,4,19,7,140061.33,0
80990.76,24,2,13,2,392235.36,0
27888.39,78,0,19,7,232341.05,0
38483.37,51,1,11,6,245232.68,1
26825.90,32,1,19,4,281207.27,1
55518.50,56,0,19,8,0.00,1
138076.28,27,4,13,3,500000.00,1
42091.27,52,1,13,5,249375.95,1
73172.06,43,1,12,0,123762.11,1
128844.52,37,4,16,0,10570.55,1
65138.70,54,0,8,8,464043.15,1
129416.34,68,4,18,1,238302.47,1
61786.80,50,0,12,6,274573.40,1
59612.96,23,2,15,0,361027.46,0
125923.09,20,3,10,5,436119.10,1
141873.63,79,2,14,8,76935.86,1
129137.76,54,2,13,4,347360.11,1
62651.60,60,3,19,6,402103.40,1
91923.01,48,4,12,3,354900.85,0
104767.61,21,4,2,3,389107.65,1
36988.21,65,0,20,2,68952.65,0
74958.16,55,3,15,1,356016.52,1
36439.85,73,1,6,2,284406.40,0
111494.40,58,1,8,2,468855.22,0
89371.82,56,3,19,4,264409.31,0
129743.68,71,3,7,6,449687.29,1
91131.89,24,2,20,1,392305.24,0
35136.40,39,2,1,8,317637.67,1
128750.76,47,0,9,0,91309.96,1
53155.08,55,3,20,6,3013.22,1
115520.84,25,0,7,3,56249.83,1
98792.97,53,4,4,0,223572.34,0
142785.54,35,2,2,8,288808.59,1
52003.56,49,4,4,6,335085.74,1
33678.08,65,3,19,4,143234.63,0
126367.82,40,4,9,7,290958.64,1
117784.23,68,4,13,1,275734.39,1
54828.49,67,2,10,6,158596.46,0
149741.56,22,1,4,2,52892.53,1
49801.66,33,2,12,4,391090.54,0
25294.03,74,0,9,8,120045.88,0
139230.12,36,4,15,5,13237.27,1
31172.14,39,4,18,4,40372.02,1
122613.32,34,0,18,4,218356.92,1
50922.71,65,0,3,4,210528.59,0
71442.07,74,4,13,0,344157.09,0
121605.26,49,4,11,3,80840.39,1
59705.87,44,2,15,1,173093.85,1
67776.73,65,3,2,2,453376.80,0
120115.92,48,2,2,2,53062.84,0
79929.47,53,1,11,7,97826.98,0
35441.83,73,4,7,0,326446.56,0
132709.92,32,0,4,4,179356.30,1
150000.00,29,2,18,4,22730.69,1
72681.08,23,2,20,2,441985.47,0
29920.70,55,3,2,3,475909.48,1
137392.66,74,0,13,0,166188.12,1
82392.78,75,1,10,8,82953.45,1
27423.15,29,3,1,3,464613.10,1
101461.69,27,1,9,7,158440.69,1
25840.97,27,0,6,5,384038.27,1
72725.90,72,0,8,0,356539.23,0
63038.54,51,1,7,6,97102.24,1
101175.02,67,3,12,5,161157.50,1
64948.33,24,2,12,8,167207.60,0
30504.63,32,1,10,2,83794.34,1
31467.98,64,0,6,0,422657.49,0
92876.08,57,3,16,7,232789.00,1
52854.56,52,1,2,6,287043.80,1
47977.79,70,3,3,5,202978.05,0
149826.80,23,2,19,2,334135.44,1
121581.14,75,0,18,2,296004.95,1
148783.75,50,3,19,5,406577.58,1
90534.15,31,4,1,3,18860.10,0
42321.84,69,3,3,8,296179.85,0
139353.18,57,1,17,0,42830.28,1
149973.46,80,4,2,4,229876.88,1
133754.45,43,1,10,6,143437.86,1
103364.59,27,2,20,0,414985.92,1
139680.46,28,1,1,3,495118.24,1
55195.68,27,2,14,3,251000.45,0
97947.04,62,2,13,1,112803.38,1
71317.64,37,0,3,2,79448.21,0
29442.99,35,0,9,1,204072.38,1
116477.71,59,2,19,5,448242.11,0
64585.55,56,3,15,5,227024.15,1
91527.51,26,2,16,4,83803.64,0
96961.70,65,0,16,2,428179.20,1
20000.00,33,1,5,3,188047.74,1
148759.70,23,3,5,8,197395.12,1
128382.19,36,2,20,1,359224.64,1
87629.93,60,2,7,7,400840.52,1
75950.29,42,2,4,6,182954.86,0
133534.82,37,3,5,3,397616.77,1
85644.86,63,4,5,1,370241.99,1
144490.45,55,2,20,3,97030.80,1
32246.92,62,3,3,5,273803.65,0
113408.75,38,4,20,0,500000.00,1
55516.62,32,0,8,8,351389.36,0
27572.92,54,0,6,0,46347.95,1
118761.97,72,0,17,1,104029.99,1
134321.87,75,1,9,0,40326.79,1
84266.07,70,3,4,4,169407.93,1
89006.74,22,0,20,1,179416.16,0
118767.34,72,3,12,4,467260.03,1
23337.39,37,4,18,4,466018.19,1
27277.83,73,3,2,8,131066.47,0
25860.68,37,3,15,2,282031.90,1
85540.54,28,2,18,7,492607.05,0
113033.09,31,3,16,6,500000.00,1
89511.83,49,1,7,7,391859.39,0
112340.21,45,3,3,3,41703.85,0
36874.24,21,3,12,6,255932.91,1
87155.65,51,1,2,7,332337.49,0
62621.08,76,1,12,8,240850.95,0
117839.32,32,0,14,8,296260.92,1
63866.07,22,2,1,0,220552.70,0
66102.92,48,4,14,7,327833.22,1
73596.05,55,1,9,4,451204.56,0
71967.69,78,2,6,1,404207.24,1
72667.42,49,0,17,7,261092.86,1
65140.78,58,1,10,3,395145.73,0
100458.94,67,1,14,1,176144.37,1
90247.78,37,3,5,0,359678.96,0
136957.20,30,2,13,6,313238.39,1
41358.23,23,3,11,7,330076.27,1
89108.71,28,0,11,1,305413.18,0
98096.09,23,1,12,5,138806.75,0
91648.48,30,1,20,6,475835.88,0
39615.96,67,2,4,4,341783.24,0
36785.64,32,3,4,6,200236.78,1
74809.83,34,4,9,6,207716.68,0
65696.20,79,0,3,0,254288.07,0
149338.47,49,2,20,5,112035.88,1
45881.71,65,4,16,2,29678.53,0
92420.29,23,3,14,2,52648.70,0
75572.45,41,0,10,4,73385.92,0
23902.25,76,0,1,4,271525.72,1
102177.99,40,3,9,7,447300.67,1
61330.92,56,4,19,0,30114.49,1
90722.79,49,4,15,8,4022.89,0
53954.81,60,4,15,2,82390.02,0
142752.78,38,2,16,8,485762.03,1
79055.21,20,1,2,3,263474.40,0
57563.66,73,0,5,4,302305.98,0
73223.33,67,3,6,0,471235.39,0
135195.82,28,3,3,6,80280.21,1
99338.25,78,0,11,4,407659.92,1
96780.16,80,0,11,5,459894.89,1
77214.90,40,3,1,3,466464.55,0
32424.26,37,3,5,8,111685.64,1
95752.65,33,4,8,2,317603.07,0
139148.89,38,3,14,4,246102.76,1
109597.38,41,4,18,6,400555.11,0
87270.17,68,0,19,7,463162.90,1
42830.50,71,2,13,2,462685.30,0
57024.96,66,2,8,6,263437.93,0
22664.35,50,1,20,8,366192.11,1
26549.12,20,1,6,5,150683.95,1
145788.51,26,0,19,8,57103.91,1
60985.21,64,2,16,4,294251.01,0
32454.27,24,3,11,3,352052.88,1
46243.01,62,1,17,3,305821.29,0
111042.73,42,0,12,4,303829.12,0
124025.27,71,3,13,0,434648.48,1
28285.33,74,2,1,3,180041.85,0
111926.32,42,0,17,5,217673.17,0
96458.44,38,1,16,6,332555.71,0
125288.67,39,4,16,6,267466.50,1
127317.31,21,0,4,3,32469.79,1
28833.40,45,4,4,5,169765.18,1
94628.48,53,0,19,2,330543.41,0
42210.05,28,1,19,6,101112.95,1
28691.58,66,2,17,0,179870.10,0
112327.00,34,2,8,5,46668.62,1
53883.34,39,0,4,0,37918.13,1
84749.56,51,4,7,4,178883.55,0
117854.11,76,3,3,3,297433.68,1
58483.58,70,0,16,5,407736.52,0
25852.85,53,4,1,7,272368.69,1
53841.40,39,1,7,1,286496.03,1
70019.27,63,3,19,6,237697.24,1
128518.85,64,1,8,6,259919.10,1
127725.47,68,2,14,4,261990.22,1
145605.65,42,0,2,5,39372.90,1
21778.92,70,4,1,4,244257.76,0
84944.39,28,2,5,4,364353.11,0
97866.24,69,1,20,1,190437.97,1
79217.72,43,2,1,1,248802.58,0
86549.02,80,4,17,8,240854.08,1
86116.11,72,4,5,2,272453.57,1
134071.39,53,2,13,6,204955.16,1
144804.96,37,2,15,3,71600.18,1
91412.31,80,2,12,4,426677.65,1
146267.02,44,4,11,2,404617.11,1
117893.06,79,0,11,8,500000.00,1
50861.01,69,0,3,4,302031.51,0
47129.85,34,2,14,8,205591.22,1
37601.20,76,3,13,5,213068.19,0
87023.32,26,0,14,5,216525.32,0
110420.22,74,1,7,4,410152.36,1
46588.60,21,0,20,7,398321.88,1
114576.88,37,2,15,3,315522.48,1
135106.96,66,3,6,3,187895.56,1
77508.87,55,2,15,1,321590.71,1
150000.00,30,0,16,6,170063.65,1
26919.84,75,3,9,8,405510.65,0
54453.01,74,3,1,3,322722.57,0
69841.95,22,3,3,2,186960.60,0
57284.94,33,2,18,6,36032.89,0
93557.69,73,3,19,5,393492.44,1
20000.00,57,3,11,1,170483.61,1
89425.74,53,2,18,4,13493.17,0
58108.44,64,2,7,2,338595.05,0
112431.22,64,3,20,1,454381.21,1
67989.70,27,4,4,7,460375.72,0
50513.80,44,3,9,5,258581.21,1
23152.29,32,1,7,6,285606.18,1
82535.35,41,2,12,3,265958.82,0
20000.00,42,3,18,1,74651.69,1
106923.71,71,1,7,6,378667.00,1
85098.68,31,4,14,6,361618.46,0
99666.36,28,3,9,3,500000.00,1
66257.55,38,1,8,0,29202.46,0
78486.25,72,4,5,3,426753.90,0
88776.54,56,0,15,4,19680.04,0
126562.64,61,2,8,5,283018.42,1
118008.19,80,1,10,3,121155.26,1
64643.37,78,0,8,1,301910.71,0
70423.43,41,3,19,0,493586.25,1
43334.03,62,0,6,8,408799.65,0
46671.77,52,2,9,6,172228.66,1
80022.41,68,1,14,8,75637.76,1
150000.00,44,4,20,6,303755.54,1
43778.67,31,1,1,8,25682.35,1
32683.07,73,2,4,8,265987.98,0
116123.72,64,1,7,3,193862.93,1
90360.04,42,4,14,6,106479.54,0
87930.65,77,4,13,2,248715.89,1
41125.60,31,0,13,2,31432.61,1
120871.03,60,2,5,3,177591.58,1
147847.87,37,1,18,1,45640.90,1
74485.48,33,4,8,5,241962.82,0
49931.78,68,0,6,7,297497.98,0
75657.35,39,1,13,4,79911.28,0
24101.97,64,2,13,6,166037.95,1
83484.32,33,4,3,1,275628.73,0
97840.57,77,0,20,8,15059.51,1
125382.68,69,3,12,0,316649.14,1
45440.57,32,1,19,5,121152.77,0
60924.22,54,3,17,8,255156.54,1
78747.74,37,1,10,3,238730.19,0
134270.73,77,4,20,2,415687.79,1
63997.49,27,1,5,3,190790.56,0
118028.16,27,4,9,0,27115.66,1
85672.73,45,0,12,5,290413.78,0
95434.27,64,3,17,0,442961.57,1
150000.00,66,2,3,4,150484.51,1
69697.69,37,1,2,5,239187.87,0
79513.79,23,3,13,4,368709.62,0
81842.70,48,4,15,6,190709.62,0
52685.99,56,4,1,0,293631.60,1
105357.83,23,3,14,7,174888.96,1
48293.20,62,3,8,8,146598.60,0
123149.09,66,0,14,4,241604.24,1
90590.70,76,4,18,6,244505.85,1
67123.51,22,3,16,0,45874.83,0
31110.98,24,1,11,3,223930.70,1
28663.43,64,4,18,2,379653.98,0
129572.27,44,4,15,6,368854.10,1
92011.53,39,0,11,3,323957.90,0
54420.88,27,0,9,2,237912.34,0
124954.31,72,3,11,4,379386.30,1
56180.55,63,0,5,6,377398.13,0
146200.75,34,2,20,3,128439.18,1
36004.59,32,1,19,6,211909.77,1
137524.22,80,3,16,6,75805.05,1
32884.17,24,2,4,2,56750.11,1
89661.42,54,2,8,7,291376.45,0
39718.44,23,3,17,5,194071.32,1
144100.99,25,2,12,3,388580.46,1
57843.28,53,2,13,8,0.00,1
141797.33,76,4,10,1,83685.86,1
26723.21,74,4,2,6,206641.75,0
47300.77,38,3,19,1,442559.04,1
99699.65,24,4,1,1,336081.09,0
109604.62,53,0,2,7,277151.77,0
41923.32,58,4,6,3,275426.08,1
150000.00,73,0,9,4,134667.96,1
150000.00,61,0,5,2,478439.55,1
150000.00,43,1,9,5,357025.94,1
103912.41,29,2,2,3,342829.76,1
138276.82,23,4,1,0,241907.66,1
44144.54,62,1,1,6,367179.49,0
22410.97,60,1,5,5,327776.40,0
23569.59,27,2,16,4,136307.63,1
140425.09,67,4,18,0,411818.51,1
43631.51,20,4,19,3,379660.44,1
117153.69,58,1,14,6,249065.36,0
24368.40,31,1,8,8,228621.43,1
73393.56,41,0,3,1,384195.25,1
101687.83,70,2,1,6,97027.96,1
67238.91,51,0,2,2,82270.56,1
71919.88,23,1,6,5,368305.36,0
142238.68,65,1,6,2,200248.60,1
121274.68,52,2,18,1,201883.40,0
37456.35,20,0,14,6,408838.86,1
97117.16,47,0,7,1,391429.21,0
66483.68,24,4,5,2,221588.15,0
64740.78,49,0,19,2,0.00,1
145764.47,49,1,15,2,0.00,1
57805.16,66,0,2,1,274893.24,0
132522.52,42,4,16,1,223320.51,1
60346.70,53,4,18,4,24976.16,1
74232.83,80,0,7,7,463142.96,0
99251.43,33,0,17,3,237569.60,1
116698.23,38,1,19,6,453821.98,1
75953.07,72,2,19,6,469700.71,1
122751.46,26,3,18,2,480435.43,1
22550.32,34,2,14,0,482668.63,1
69170.96,79,2,15,1,362932.88,0
40263.34,77,2,20,1,432192.87,0
77040.67,65,3,14,7,231544.26,1
56836.02,21,2,13,2,358484.96,0
60568.93,49,1,15,4,349328.61,1
57620.00,57,4,17,8,52114.60,0
58733.79,36,3,7,6,199596.99,0
75621.40,61,3,6,7,182712.94,1
32219.94,49,3,6,2,185267.72,1
132701.72,62,1,19,6,288117.50,1
103134.00,25,2,6,8,160715.64,1
100232.23,35,1,20,6,264769.04,1
50643.89,56,2,5,5,7526.30,1
139919.29,33,3,13,2,0.00,1
98705.06,41,0,11,8,334575.37,0
67789.13,69,3,14,2,156722.97,0
29296.26,30,1,13,5,388456.44,1
70013.64,37,1,11,6,380863.62,0
25309.90,29,4,5,8,336142.32,1
39352.64,30,0,4,2,461617.08,1
146126.31,66,4,1,3,144357.64,1
143450.31,62,3,7,4,340383.11,1
88063.86,46,0,2,7,221088.58,0
114529.92,47,2,16,5,496083.75,0
21879.43,25,3,7,5,352036.18,1
26050.04,77,2,4,3,427575.56,0
71428.97,60,2,20,2,483659.16,0
111944.11,61,4,3,7,76317.88,0
140445.10,33,4,19,7,216536.49,1
114936.30,29,1,5,2,81461.73,1
139506.91,78,0,17,7,210232.51,1
39503.21,58,0,1,6,103194.14,1
46686.60,42,4,16,7,366012.41,1
69545.43,29,0,20,8,234284.03,0
140566.90,80,1,17,0,20454.09,1
96784.22,49,1,17,7,30297.60,0
74553.67,80,2,3,3,156037.31,1
111871.78,52,4,10,6,272898.49,0
71731.58,44,3,4,5,39403.74,1
21425.21,56,1,10,3,221771.33,1
73974.74,24,1,17,5,180365.81,0
98425.55,52,4,18,5,484888.95,0
84735.72,76,0,4,1,0.00,1
82497.98,33,0,11,7,420691.99,0
20000.00,32,0,10,8,420127.98,1
21197.78,54,1,14,7,143779.08,1
83016.30,42,3,19,7,210683.05,0
63415.07,69,1,8,3,356970.62,0
81962.65,63,2,16,3,101805.44,1
97927.94,45,4,14,4,78916.39,0
102359.67,36,4,14,3,126090.72,1
24587.55,73,0,1,1,443928.57,1
55755.03,30,3,5,5,180823.82,0
148233.56,56,4,3,8,156420.81,1
46378.56,64,2,11,1,330681.81,0
115665.84,26,0,2,6,0.00,1
27417.08,63,2,6,6,181520.07,0
83404.98,67,3,20,5,21723.45,1
49390.25,48,0,7,6,61750.64,1
21529.43,34,0,9,6,337426.69,1
78253.21,80,0,11,2,158094.07,0
20000.00,65,0,9,8,91577.56,1
42033.63,31,4,7,8,106553.95,1
119145.56,30,3,3,2,115303.00,1
81648.01,38,4,12,0,291628.80,0
21658.74,70,2,20,8,236712.53,1
35643.51,33,3,8,0,377629.77,1
48356.40,79,3,7,3,293543.49,0
140752.99,65,2,19,7,382071.00,1
90805.56,25,1,13,2,350194.68,0
106532.17,40,3,12,7,357563.58,0
125655.80,58,0,2,5,0.00,1
39994.18,63,0,3,3,72119.34,0
117972.88,73,4,11,7,164100.88,1
93905.98,42,3,18,4,73921.03,0
143379.77,52,1,10,8,489517.29,1
105992.21,20,3,4,7,62972.70,1
81636.49,37,0,20,5,303352.31,0
126386.41,49,4,3,8,45230.02,1
144360.49,64,1,17,1,152692.82,1
44217.66,27,0,19,6,86498.60,1
97140.76,29,1,6,7,145645.33,0
54846.03,20,3,2,2,135333.50,0
71819.02,50,0,13,4,151115.74,1
30601.38,66,3,3,5,437477.64,0
123022.78,36,1,18,5,207111.86,1
85179.44,24,2,16,0,182656.87,0
143756.21,72,2,8,1,210117.59,1
97430.32,37,3,13,3,29899.87,0
130756.68,66,2,1,1,466804.98,1
103484.07,21,0,16,7,313519.64,1
52225.87,37,4,9,7,228299.16,0
101030.17,75,1,3,5,75992.47,1
34233.82,33,2,17,3,433017.28,1
143844.55,66,2,2,7,426557.87,1
51342.36,65,2,18,5,147053.20,0
76251.95,41,4,4,1,75065.34,1
83517.44,72,0,14,6,438389.85,1
96608.63,66,3,5,6,275396.94,1
37642.11,35,4,3,1,480941.89,1
99666.66,68,4,1,8,259069.19,1
38067.14,35,2,9,7,8226.88,1
118617.60,35,1,14,6,427147.21,1
66918.58,22,1,18,2,35197.41,0
129550.89,20,1,14,4,361185.80,1
130593.06,53,0,10,4,369318.05,1
86988.14,78,1,5,4,271372.00,1
72710.07,24,0,3,7,394708.92,0
93765.05,29,2,2,7,338420.98,0
115999.76,55,0,7,6,298559.26,0
138712.50,65,1,8,6,114951.01,1
63027.35,73,0,7,7,420518.97,0
78706.34,53,2,1,0,251209.04,0
70192.73,53,2,2,2,439361.50,1
58674.49,57,3,11,2,381744.79,1
39012.14,54,4,19,0,241417.03,1
85789.74,38,3,18,3,401708.45,0
40480.67,31,4,11,2,235422.38,1
111765.33,67,1,16,8,136881.66,1
37234.32,48,4,10,3,436286.64,1
30080.61,21,2,13,3,55965.57,1
49247.34,67,2,18,2,405393.71,0
94124.74,27,4,15,3,89995.29,0
20000.00,53,0,3,7,319095.48,1
26988.55,72,1,19,6,426561.02,0
82947.69,32,0,13,3,248412.59,0
85689.16,42,1,12,0,494338.29,0
42385.51,72,0,16,7,48973.88,0
39374.57,75,3,17,4,44765.66,0
99620.16,58,2,9,6,478989.50,1
57572.96,34,3,19,2,274782.22,0
107465.78,79,0,9,2,268276.78,1
64169.40,33,0,15,6,319656.82,0
131817.70,76,3,19,0,489427.03,1
116252.67,25,3,8,8,44960.61,1
141376.66,47,1,20,2,24619.49,1
47375.70,68,3,8,2,251017.87,0
41400.07,35,3,17,2,70109.85,1
123589.24,47,0,17,6,83005.05,0
81816.25,45,4,15,1,344410.07,0
142035.06,25,3,5,6,68035.91,1
133244.25,73,1,9,8,135339.27,1
105189.21,28,4,13,8,296526.74,1
133619.06,48,0,12,0,209587.52,1
28466.75,51,0,15,3,384490.51,1
128621.97,71,1,2,5,45725.31,1
110987.86,74,0,9,4,294629.59,1
76769.95,75,1,18,8,97197.41,1
130594.67,51,0,8,6,432892.61,1
29769.79,30,4,7,8,139027.12,1
63185.12,74,4,14,4,437256.97,0
61034.35,26,4,10,8,247849.36,0
37595.73,43,2,6,8,354629.36,1
63021.93,20,0,16,6,471466.02,0
140005.94,36,3,7,0,390183.32,1
82053.77,66,1,12,6,434740.11,1
26178.62,69,2,15,0,415775.49,0
29321.88,75,2,10,3,334909.79,1
60722.21,32,4,15,0,479341.90,0
86728.03,20,1,4,5,318517.28,0
25680.06,70,1,17,7,181143.37,1
93343.59,73,4,7,1,313365.82,1
114086.56,23,0,5,2,267335.10,1
139908.17,26,3,13,6,96940.56,1
93386.51,46,1,20,4,330337.44,0
145552.12,24,1,10,4,322643.41,1
85621.38,57,4,17,4,60551.80,0
44731.02,33,1,12,2,222841.63,1
105795.44,59,4,10,2,312935.66,0
78712.19,72,2,3,0,382872.83,1
78117.03,62,0,7,4,282091.43,1
20000.00,26,4,18,0,274328.63,1
102960.54,77,2,15,0,308108.17,1
29779.06,77,2,9,5,225977.84,0
110422.67,54,3,12,2,266498.11,0
144588.59,69,2,1,2,473673.48,1
100830.59,65,0,19,8,472575.72,1
114101.48,78,4,16,4,141111.96,1
110825.40,54,1,16,8,228097.82,0
40782.22,38,3,7,7,253418.06,1
72463.24,25,3,7,5,393260.02,0
44743.20,77,4,8,5,88439.13,0
87431.25,35,4,14,6,88935.29,0
45903.38,51,1,9,8,443665.50,1
136883.93,41,4,16,6,457182.08,1
101953.82,35,2,15,6,260499.82,0
123914.91,70,4,8,5,33075.82,1
141106.12,76,1,7,2,302303.97,1
68602.18,66,4,14,2,201783.64,0
54214.86,77,2,15,4,137363.16,0
87262.42,20,4,1,5,110786.10,0
99664.91,54,2,11,0,390020.41,0
90776.31,43,3,12,6,211634.33,0
48753.44,70,0,2,0,158865.96,0
97731.37,72,0,9,8,474258.28,1
78503.10,61,4,18,0,311985.38,1
24073.79,59,1,20,8,360272.94,1
23501.07,25,4,4,0,144023.58,1
107148.38,42,4,13,0,222139.45,0
127192.91,51,2,7,4,414387.42,0
124382.49,72,0,9,1,158452.88,1
49989.15,77,4,20,3,356860.21,0
61393.26,67,1,19,7,130067.32,0
119966.95,79,1,6,5,73137.15,1
124055.90,22,0,9,5,292488.21,1
126158.15,27,4,2,6,152555.72,1
92689.21,45,4,16,7,63325.11,0
31839.92,67,0,9,3,398525.14,0
71030.31,50,2,7,1,371643.92,0
31645.52,43,0,15,5,187513.42,1
28209.76,23,1,5,3,29548.95,1
124456.43,32,3,11,2,232402.02,1
129626.47,43,4,18,5,80050.32,1
110882.39,79,0,3,6,445777.32,1
119328.85,71,0,17,8,374633.17,1
136370.28,34,2,8,2,217188.59,1
72948.90,33,1,5,1,367420.76,0
20000.00,33,4,9,4,299489.90,1
48812.77,20,0,20,7,221576.35,1
136077.04,69,0,9,4,350748.19,1
90505.45,62,3,6,6,223410.36,1
106918.58,64,4,16,8,135971.05,1
75882.42,20,1,20,6,455379.14,0
64213.38,32,1,19,3,202198.66,0
21342.38,77,2,4,7,362879.71,1
64269.74,34,2,2,4,19496.02,0
120626.80,50,0,10,6,0.00,0
72858.27,22,1,9,4,471217.11,0
71416.02,31,0,3,0,245641.83,0
21692.53,20,0,10,4,374732.73,1
47590.82,38,4,13,6,3361.99,1
95440.51,61,2,10,2,65268.60,1
48698.81,20,4,15,2,482110.71,1
132542.92,34,3,14,6,340944.29,1
122786.62,46,2,14,1,433437.74,0
58993.50,20,1,14,3,165073.57,0
113864.56,55,2,3,8,112738.04,0
79149.06,75,0,11,3,500000.00,0
142690.74,36,2,3,3,8353.38,1
34465.25,52,3,6,1,215768.45,1
21976.49,29,3,12,4,467148.85,1
79920.58,76,3,19,6,294407.91,1
41336.89,51,0,7,2,64019.12,1
52118.40,20,2,9,2,401728.91,0
93210.88,43,3,13,7,256136.33,0
77197.50,20,3,10,7,477288.78,0
29592.98,78,2,13,7,498327.27,0
126356.26,30,1,4,0,308634.03,1
64882.58,60,4,1,5,0.00,0
122813.42,55,3,4,0,0.00,1
80311.66,37,1,19,6,392366.97,0
101643.51,47,3,16,0,43535.86,0
92107.28,65,3,5,6,91370.52,1
21464.20,24,3,8,4,206593.57,1
67666.86,41,4,17,8,442677.65,1
114678.56,67,0,20,6,27650.75,1
146908.00,72,2,2,2,133550.08,1
37027.87,42,0,9,3,463222.03,1
118089.59,28,4,6,1,115182.33,1
128680.36,29,2,13,1,217858.83,1
40634.47,51,3,14,0,500000.00,1
136605.50,72,4,17,1,266893.83,1
77122.87,56,4,14,6,410853.52,1
147156.87,53,1,5,1,52177.45,1
145160.21,68,1,12,6,25437.70,1
39702.10,57,2,14,0,378000.00,0
67017.84,62,2,1,0,187908.25,0
29543.44,63,4,9,1,89213.43,1
125099.13,42,0,6,8,279479.98,1
24137.82,74,1,17,1,486179.72,1
38188.04,65,2,1,1,449420.53,0
42728.55,71,3,6,4,110335.73,0
83808.49,74,0,13,6,206671.26,1
63812.63,54,2,13,6,440583.95,1
71951.96,26,4,19,1,232668.16,0
26372.95,43,2,13,4,440394.64,1
69967.78,33,1,20,8,457545.79,0
121272.10,30,3,6,3,492486.03,1
21284.85,30,0,17,0,426076.13,1
69316.26,38,0,3,3,94871.09,0
75074.40,38,3,13,0,259613.83,0
24426.48,56,0,7,1,331780.94,1
108066.52,28,4,8,5,4781.78,1
24856.59,42,3,17,6,218279.43,1
131874.53,73,3,2,5,57311.25,1
48522.91,80,1,16,1,21805.85,0
56190.33,80,4,1,8,459043.64,0
36989.56,36,4,19,0,171816.62,1
23644.74,32,2,2,1,36129.23,1
135790.03,25,2,19,2,83634.29,1
111526.39,60,4,6,0,428736.06,1
38781.40,40,2,11,4,305048.48,1
110192.86,48,1,10,3,162850.38,0
29539.01,73,1,17,0,37835.48,0
100514.58,30,2,12,1,111608.53,1
30936.86,46,3,10,8,500000.00,1
149294.32,33,0,1,1,343948.37,1
100278.80,63,4,18,5,366502.92,1
137004.52,65,1,11,8,80394.10,1
35558.54,61,2,15,4,476386.52,0
55899.98,38,1,7,7,155409.72,1
142352.64,47,1,12,2,253920.18,1
54526.72,36,1,13,2,259020.72,0
133838.37,40,1,15,2,459910.88,1
120260.65,78,4,2,4,373687.11,1
86968.75,72,3,6,2,348852.52,1
43883.72,74,1,7,1,76466.27,0
146168.06,36,4,15,2,130068.03,1
112823.50,20,4,6,5,214218.96,1
100816.26,48,3,7,6,234376.79,0
114634.70,57,4,5,0,57930.73,0
48471.46,52,2,3,8,284074.27,1
115956.77,67,3,17,8,293259.88,1
66208.26,41,2,18,4,98561.19,1
126179.31,21,3,7,8,46470.77,1
144737.57,48,2,8,1,316287.97,1
39391.24,28,3,7,2,447726.34,1
32345.03,29,0,8,8,179458.40,1
83913.43,34,4,6,1,414512.25,0
76650.00,70,4,15,2,339726.25,1
